Date,HPC System,Job ID,Partition,Benchmark Code,kpoints,math library,MPI,cpu-bind,Nodes,Cores,Nodelist,Energy,Electronic Steps,Runtime,KPAR,NPAR,node_fill
Fri Jan 21 01:03:17 MST 2022,Eagle,8183147,short,1,4x4x2,mkl,intelmpi,rank,4,144,r5i2n[31-34],-6.03E+01,15,0:00:49,9,sqrt,full
Mon Nov 29 11:08:06 MST 2021,Eagle,7942620,short,2,1x1x1,mkl,intelmpi,rank,4,144,"r102u[01,03-04,15]",-1.27E+03,35,0:40:58,1,D,full
Mon Nov 29 12:19:22 MST 2021,Eagle,7942648,short,1,10x10x5,mkl,intelmpi,rank,4,144,"r104u[03,07,21,23]",-6.03E+01,15,0:02:43,9,4,full
Mon Nov 29 12:41:53 MST 2021,Eagle,7942649,short,1,4x4x2,mkl,intelmpi,rank,4,144,"r3i0n[0,4],r3i5n[10,16]",-6.03E+01,15,0:00:54,9,4,full
Thu Jan  6 09:54:11 MST 2022,Eagle,8144894,short,1,4x4x2,mkl,intelmpi,rank,4,144,"r102u16,r105u[19,25,27]",-6.03E+01,14,0:04:38,1,D,full
Thu Jan 20 02:41:11 MST 2022,Eagle,8182964,short,1,4x4x2,mkl,intelmpi,rank,4,144,"r105u[07,11,13,19]",-6.03E+01,15,0:00:48,4,sqrt,full
Tue Nov 30 09:46:49 MST 2021,eagle,7945252,short,small,4x4x4,mkl,intelmpi,rank,4,144,"r2i0n[0,3,8,18]",-3.93E+01,17,0:00:31,1,D,full
Tue Nov 30 09:47:01 MST 2021,eagle,7945251,short,small,8x8x8,mkl,intelmpi,rank,4,144,"r8i0n[24-25,32,35]",-3.94E+01,16,0:00:43,1,D,full
Wed Jan 19 10:00:13 MST 2022,Eagle,8181610,short,1,4x4x2,mkl,intelmpi,rank,4,144,r5i3n[31-34],-6.03E+01,14,0:00:51,4,D,full
Wed Jan 19 10:02:28 MST 2022,Eagle,8181609,short,1,10x10x5,mkl,intelmpi,rank,4,144,r5i3n[27-30],-6.03E+01,13,0:03:06,4,D,full
Wed Jan 19 10:04:12 MST 2022,Eagle,8181696,short,1,4x4x2,mkl,intelmpi,rank,4,144,"r1i7n[5,7-9]",-6.03E+01,15,0:01:17,1,4,full
Wed Jan 19 10:08:37 MST 2022,Eagle,8181695,short,1,10x10x5,mkl,intelmpi,rank,4,144,r1i7n[14-17],-6.03E+01,15,0:05:49,1,4,full
Wed Jan 19 10:15:29 MST 2022,Eagle,8181785,short,1,4x4x2,mkl,intelmpi,rank,4,144,r2i0n[24-27],-6.03E+01,15,0:01:17,1,sqrt,full
Wed Jan 19 10:19:28 MST 2022,Eagle,8181784,short,1,10x10x5,mkl,intelmpi,rank,4,144,r2i0n[20-23],-6.03E+01,15,0:05:17,1,sqrt,full
Fri Jan 21 00:56:41 MST 2022,Eagle,8183132,short,1,10x10x5,mkl,intelmpi_tim,rank,4,144,"r5i2n35,r5i3n[0-1,4]",-6.03E+01,14,0:02:22,9,sqrt,full
Fri Jan 21 00:59:31 MST 2022,Eagle,8183133,short,1,4x4x2,mkl,intelmpi_tim,rank,4,144,r5i2n[31-34],-6.03E+01,15,0:00:50,9,sqrt,full
Thu Jan  6 09:47:42 MST 2022,Eagle,8144880,short,1,4x4x2,mkl,intelmpi_tim,rank,4,144,"r102u16,r105u[19,25,27]",-6.03E+01,14,0:04:42,1,D,full
Thu Jan  6 10:03:24 MST 2022,Eagle,8144879,short,1,10x10x5,mkl,intelmpi_tim,rank,4,144,"r5i0n[5,10,18],r5i3n35",-6.03E+01,13,0:20:24,1,D,full
Thu Jan 20 01:29:04 MST 2022,Eagle,8182950,short,1,4x4x2,mkl,intelmpi_tim,rank,4,144,"r105u[07,11,13,19]",-6.03E+01,15,0:00:48,4,sqrt,full
Thu Jan 20 21:28:17 MST 2022,Eagle,8183036,short,1,10x10x5,mkl,intelmpi_tim,rank,4,144,"r5i2n35,r5i3n[0,5,9]",-6.03E+01,15,0:02:36,4,4,full
Thu Jan 20 22:12:57 MST 2022,Eagle,8183037,short,1,4x4x2,mkl,intelmpi_tim,rank,4,144,"r5i3n[1,4],r5i5n1,r5i6n13",-6.03E+01,15,0:00:40,4,4,full
Tue Dec 14 04:46:52 MST 2021,Eagle,8011281,short,1,4x4x2,mkl,intelmpi_tim,rank,4,144,r7i7n[25-28],-6.03E+01,15,0:01:02,9,4,full
Tue Dec 14 04:48:32 MST 2021,Eagle,8011280,short,1,10x10x5,mkl,intelmpi_tim,rank,4,144,"r6i6n[8,17,19,30]",-6.03E+01,15,0:02:42,9,4,full
Tue Dec 14 15:09:26 MST 2021,Eagle,8024102,short,2,1x1x1,mkl,intelmpi_tim,rank,4,144,"r2i6n5,r2i7n[3,13,15]",-1.27E+03,36,0:32:35,1,D,full
Wed Jan 19 10:00:13 MST 2022,Eagle,8181596,short,1,4x4x2,mkl,intelmpi_tim,rank,4,144,r1i7n[26-29],-6.03E+01,14,0:00:58,4,D,full
Wed Jan 19 10:02:31 MST 2022,Eagle,8181595,short,1,10x10x5,mkl,intelmpi_tim,rank,4,144,r1i7n[22-25],-6.03E+01,13,0:03:16,4,D,full
Wed Jan 19 10:03:58 MST 2022,Eagle,8181682,short,1,4x4x2,mkl,intelmpi_tim,rank,4,144,r2i2n[30-33],-6.03E+01,15,0:01:19,1,4,full
Wed Jan 19 10:08:27 MST 2022,Eagle,8181681,short,1,10x10x5,mkl,intelmpi_tim,rank,4,144,r5i3n[27-30],-6.03E+01,15,0:05:48,1,4,full
Wed Jan 19 10:15:29 MST 2022,Eagle,8181771,short,1,4x4x2,mkl,intelmpi_tim,rank,4,144,r2i0n[16-19],-6.03E+01,15,0:01:17,1,sqrt,full
Wed Jan 19 10:19:27 MST 2022,Eagle,8181770,short,1,10x10x5,mkl,intelmpi_tim,rank,4,144,"r1i0n[18,20,30,35]",-6.03E+01,15,0:05:15,1,sqrt,full
Fri Mar 18 11:44:12 MDT 2022,eagle,8759958,short,2,1x1x1,openmpi,openmpi,rank,4,144,"r2i4n[0,6,9,11]",-1.27E+03,35,1:10:45,1,D,full
Thu Mar 17 13:13:46 MDT 2022,Eagle,8739165,short,1,10x10x5,openmpi,openmpi,rank,4,144,"r4i7n[9,13,17,33]",-6.03E+01,15,0:03:49,9,4,full
Thu Mar 17 13:38:28 MDT 2022,Eagle,8739166,short,1,4x4x2,openmpi,openmpi,rank,4,144,"r4i5n[8,33],r4i6n[0,11]",-6.03E+01,15,0:01:15,9,4,full
Fri Dec  3 23:32:38 UTC 2021,Vermillion,50004356,std,small,4x4x4,mkl,intelmpi,rank,8,128,"vs-std-[0034-0038,0049-0051]",-3.93E+01,16,0:01:06,1,D,full
Fri Dec  3 23:32:38 UTC 2021,Vermillion,50004356,std,small,4x4x4,mkl,intelmpi,rank,8,128,"vs-std-[0034-0038,0049-0051]",-3.93E+01,16,0:01:06,1,D,full
Fri Dec  3 23:37:13 UTC 2021,Vermillion,50004367,std,small,8x8x8,openmpi,openmpi,rank,8,128,vs-std-[0041-0048],-3.94E+01,17,0:05:11,1,D,full
Fri Dec  3 23:37:13 UTC 2021,Vermillion,50004367,std,small,8x8x8,openmpi,openmpi,rank,8,128,vs-std-[0041-0048],-3.94E+01,17,0:05:11,1,D,full
Wed Mar  2 07:59:29 MST 2022,Swift,294974,parallel,2,1x1x1,mkl,intelmpi,rank,4,128,"c1-[32,36,39-40]",-1.27E+03,36,1:03:41,1,D,half
Wed Mar  2 06:54:51 MST 2022,Swift,294970,parallel,2,1x1x1,openmpi,openmpi,rank,4,128,"c1-[36,39-41]",-1.27E+03,35,1:44:22,1,D,half
Thu Jun 30 14:26:12 MDT 2022,Swift,635506,parallel,2,1x1x1,mkl,intel_impi,rank,2,128,c1-[75-76],-1.27E+03,36,1:07:57,1,D,full
Thu Mar  3 00:12:44 MST 2022,Swift,295175,parallel,1,10x10x5,mkl,intelmpi,rank,2,128,"c1-[45,47]",-6.03E+01,14,0:32:46,1,D,full
Thu Mar  3 12:09:15 MST 2022,Swift,295246,parallel,1,4x4x2,mkl,intelmpi,rank,2,128,"c1-[76,79]",-6.03E+01,14,0:00:59,4,D,full
Thu Mar  3 12:13:41 MST 2022,Swift,295247,parallel,1,10x10x5,mkl,intelmpi,rank,2,128,"c1-[76,79]",-6.03E+01,13,0:04:22,4,D,full
Thu Mar  3 12:46:21 MST 2022,Swift,295318,parallel,1,4x4x2,mkl,intelmpi,rank,2,128,"c1-[76,79]",-6.03E+01,15,0:00:43,4,4,full
Thu Mar  3 12:49:52 MST 2022,Swift,295319,parallel,1,10x10x5,mkl,intelmpi,rank,2,128,"c1-[76,79]",-6.03E+01,15,0:03:13,4,4,full
Thu Mar  3 17:04:29 MST 2022,Swift,295390,parallel,1,4x4x2,mkl,intelmpi,rank,2,128,"c1-[76,79]",-6.03E+01,14,0:06:37,1,sqrt,full
Thu Mar  3 17:37:30 MST 2022,Swift,295391,parallel,1,10x10x5,mkl,intelmpi,rank,2,128,"c1-[76,79]",-6.03E+01,14,0:32:54,1,sqrt,full
Thu Mar  3 20:18:50 MST 2022,Swift,295462,parallel,1,4x4x2,mkl,intelmpi,rank,2,128,"c1-[76,79]",-6.03E+01,14,0:01:01,4,sqrt,full
Thu Mar  3 20:23:43 MST 2022,Swift,295463,parallel,1,10x10x5,mkl,intelmpi,rank,2,128,"c1-[76,79]",-6.03E+01,13,0:04:22,4,sqrt,full
Thu Nov 18 11:12:56 MST 2021,Swift,22763,debug,small,8x8x8,mkl,intelmpi,rank,2,128,c1-[30-31],-39.350776,17,0:00:25,1,D,full
Thu Nov 18 11:13:05 MST 2021,Swift,22764,debug,small,4x4x4,mkl,intelmpi,rank,2,128,c1-[30-31],-39.25197,16,0:00:09,1,D,full
Wed Mar  2 10:23:19 MST 2022,Swift,295102,parallel,1,4x4x2,mkl,intelmpi,rank,2,128,"c1-[38,56]",-6.03E+01,15,0:02:16,1,4,full
Wed Mar  2 10:30:55 MST 2022,Swift,295103,parallel,1,10x10x5,mkl,intelmpi,rank,2,128,"c1-[58,61]",-6.03E+01,15,0:11:03,1,4,full
Wed Mar  2 18:21:48 MST 2022,Swift,295174,parallel,1,4x4x2,mkl,intelmpi,rank,2,128,"c1-[73,75]",-6.03E+01,14,0:06:36,1,D,full
2021-11-10T22:32:27,Swift,16505,debug,2,1x1x1,mkl,intelmpi_clara,rank,2,128,"c1-[28,30]",-1271.6723,36,1:09:40,1,D,full
Mon Dec  6 13:26:09 MST 2021,Swift,38437,parallel,2,1x1x1,mkl,intelmpi_clara,rank,2,128,c1-[73-74],-1.27E+03,36,1:09:36,1,D,full
Mon Nov 29 11:08:39 MST 2021,Swift,36064,debug,small,8x8x8,mkl,intelmpi_clara,rank,2,128,c1-[30-31],-3.94E+01,17,0:00:30,1,D,full
Mon Nov 29 11:09:19 MST 2021,Swift,36065,debug,small,4x4x4,mkl,intelmpi_clara,rank,2,128,c1-[28-29],-3.93E+01,16,0:00:14,1,D,full
2021-11-15T11:13:41,Swift,16852,test,2,1x1x1,opnmpi,openmpi,rank,2,128,"c1-[59,74]",-1271.6723,35,1:55:21,1,D,full
Thu Mar  3 12:02:21 MST 2022,Swift,295234,parallel,1,4x4x2,openmpi,openmpi,rank,2,128,"c1-[76,79]",-6.03E+01,14,0:01:20,4,D,full
Thu Mar  3 12:08:04 MST 2022,Swift,295235,parallel,1,10x10x5,openmpi,openmpi,rank,2,128,"c1-[76,79]",-6.03E+01,13,0:05:31,4,D,full
Thu Mar  3 12:40:11 MST 2022,Swift,295306,parallel,1,4x4x2,openmpi,openmpi,rank,2,128,"c1-[76,79]",-6.03E+01,15,0:01:13,4,4,full
Thu Mar  3 12:45:37 MST 2022,Swift,295307,parallel,1,10x10x5,openmpi,openmpi,rank,2,128,"c1-[76,79]",-6.03E+01,15,0:05:06,4,4,full
Thu Mar  3 15:36:20 MST 2022,Swift,295378,parallel,1,4x4x2,openmpi,openmpi,rank,2,128,"c1-[76,79]",-6.03E+01,14,0:15:40,1,sqrt,full
Thu Mar  3 16:57:36 MST 2022,Swift,295379,parallel,1,10x10x5,openmpi,openmpi,rank,2,128,"c1-[76,79]",-6.03E+01,14,1:21:08,1,sqrt,full
Thu Mar  3 20:11:38 MST 2022,Swift,295450,parallel,1,4x4x2,openmpi,openmpi,rank,2,128,"c1-[76,79]",-6.03E+01,14,0:01:20,4,sqrt,full
Thu Mar  3 20:17:28 MST 2022,Swift,295451,parallel,1,10x10x5,openmpi,openmpi,rank,2,128,"c1-[76,79]",-6.03E+01,13,0:05:38,4,sqrt,full
Thu Nov 18 11:12:31 MST 2021,Swift,22754,debug,small,4x4x4,openmpi,openmpi,rank,2,128,c1-[30-31],-39.25197,16,0:00:24,1,D,full
Thu Nov 18 11:13:36 MST 2021,Swift,22753,debug,small,8x8x8,openmpi,openmpi,rank,2,128,c1-[28-29],-39.350776,17,0:00:55,1,D,full
Wed Mar  2 09:53:24 MST 2022,Swift,295090,parallel,1,4x4x2,openmpi,openmpi,rank,2,128,"c1-[67,71]",-6.03E+01,15,0:05:54,1,4,full
Wed Mar  2 10:18:56 MST 2022,Swift,295091,parallel,1,10x10x5,openmpi,openmpi,rank,2,128,"c1-[56,58]",-6.03E+01,15,0:28:46,1,4,full
Wed Mar  2 17:02:47 MST 2022,Swift,295162,parallel,1,4x4x2,openmpi,openmpi,rank,2,128,"c1-[61,79]",-6.03E+01,14,0:15:38,1,D,full
Wed Mar  2 18:24:22 MST 2022,Swift,295163,parallel,1,10x10x5,openmpi,openmpi,rank,2,128,"c1-[61,79]",-6.03E+01,14,1:21:03,1,D,full
2022-06-10T10:58:47,Swift,613802,parallel,2,1x1x1,mkl,intel_impi,rank,1,128,['c12-9'],-1.27E+03,35,1:46:35,1,1,virtual
2022-06-10T11:03:23,Swift,613806,parallel,2,1x1x1,openmpi,openmpi,rank,1,128,['c12-43'],-1.27E+03,35,3:05:04,1,1,virtual
Fri Dec 10 00:53:30 UTC 2021,vermillion,50005004,std,1,4x4x2,mkl,intelmpi,rank,8,126,"vs-std-[0016,0021-0025,0033-0034]",-6.03E+01,15,0:07:45,9,4,full
Thu Dec  9 23:28:46 UTC 2021,vermillion,50005003,std,1,10x10x5,mkl,intelmpi,rank,8,126,"vs-std-[0028-0031,0033-0034,0038-0039]",-6.03E+01,15,0:07:32,9,4,full
Fri Dec 10 01:02:23 UTC 2021,vermillion,50005015,std,1,10x10x5,openmpi,openmpi,rank,8,126,"vs-std-[0016,0021-0025,0033-0034]",-6.03E+01,15,0:08:38,9,4,full
Fri Dec 10 01:58:38 UTC 2021,vermillion,50005016,std,1,4x4x2,openmpi,openmpi,rank,8,126,"vs-std-[0013,0028-0031,0036,0038-0039]",-6.03E+01,15,0:08:53,9,4,full
Sun Dec 12 05:46:52 MST 2021,swift,68496,test,1,4x4x2,mkl,intelmpi,rank,2,126,"c1-[34,38]",-6.03E+01,15,0:01:22,9,4,full
2021-11-10T21:00:54,Swift,16494,debug,1,10x10x5,mkl,intelmpi_clara,rank,2,126,"c1-[28,30]",-60.279463,15,0:03:37,9,4,full
Sat Dec  4 04:11:36 MST 2021,Swift,38367,parallel,1,10x10x5,mkl,intelmpi_clara,rank,2,126,"c1-[44,73]",-6.03E+01,15,0:04:30,9,4,full
Sat Dec  4 04:13:06 MST 2021,Swift,38368,parallel,1,4x4x2,mkl,intelmpi_clara,rank,2,126,"c1-[44,73]",-6.03E+01,15,0:01:22,9,4,full
2021-11-10T21:13:24,Swift,16499,debug,1,10x10x5,opnmpi,openmpi,rank,2,126,"c1-[28,30]",-60.279463,15,0:04:07,9,4,full
Sun Dec 12 05:43:51 MST 2021,swift,68493,test,1,4x4x2,openmpi,openmpi,rank,2,126,"c1-[38,47]",-6.03E+01,15,0:01:34,9,4,full
Tue Feb 22 19:05:43 MST 2022,Eagle,8387538,short,2,1x1x1,mkl,intelmpi,rank,4,72,"r1i0n30,r1i1n5,r1i2n2,r1i4n32",-1.27E+03,36,0:51:18,1,D,half
Wed Feb 23 09:42:28 MST 2022,Eagle,8388973,short,2,1x1x1,mkl,intelmpi_tim,rank,4,72,"r7i5n11,r7i6n[18,28,31]",-1.27E+03,35,0:50:15,1,D,half
Wed Jun 29 14:24:28 MDT 2022,Eagle,9552485,short,2,1x1x1,openmpi,openmpi,rank,4,72,r5i0n[16-19],-1.27E+03,35,1:27:51,1,D,half
Mon Nov 29 10:31:20 MST 2021,Eagle,7942646,short,1,10x10x5,mkl,intelmpi,rank,2,72,"r7i2n[28,33]",-6.03E+01,15,0:04:12,9,4,full
Mon Nov 29 10:40:40 MST 2021,Eagle,7942647,short,1,4x4x2,mkl,intelmpi,rank,2,72,"r3i5n[9,16]",-6.03E+01,15,0:01:21,9,4,full
Mon Nov 29 10:42:48 MST 2021,Eagle,7942619,short,2,1x1x1,mkl,intelmpi,rank,2,72,"r8i1n[19,21]",-1.27E+03,36,0:52:09,1,D,full
Thu Dec  2 09:47:06 MST 2021,Eagle,7955674,short,1,4x4x2,mkl,intelmpi,rank,2,72,"r104u[11,13]",-6.03E+01,15,0:01:24,9,4,full
Thu Jan  6 09:12:38 MST 2022,Eagle,8144892,short,1,4x4x2,mkl,intelmpi,rank,2,72,"r1i1n3,r1i4n1",-6.03E+01,14,0:02:08,1,D,full
Thu Jan  6 09:14:48 MST 2022,Eagle,8144891,short,1,10x10x5,mkl,intelmpi,rank,2,72,"r2i5n[9,12]",-6.03E+01,13,0:09:28,1,D,full
Thu Jan 20 00:23:33 MST 2022,Eagle,8183144,short,1,10x10x5,mkl,intelmpi,rank,2,72,"r105u[19,27]",-6.03E+01,15,0:04:32,9,sqrt,full
Thu Jan 20 00:27:44 MST 2022,Eagle,8183145,short,1,4x4x2,mkl,intelmpi,rank,2,72,"r105u[19,27]",-6.03E+01,15,0:01:25,9,sqrt,full
Tue Nov 30 09:46:45 MST 2021,eagle,7945250,short,small,4x4x4,mkl,intelmpi,rank,2,72,r2i1n[19-20],-3.93E+01,18,0:00:27,1,D,full
Tue Nov 30 09:46:47 MST 2021,eagle,7945249,short,small,8x8x8,mkl,intelmpi,rank,2,72,r2i1n[16-17],-3.94E+01,18,0:00:29,1,D,full
Wed Jan 19 10:00:29 MST 2022,Eagle,8181608,short,1,4x4x2,mkl,intelmpi,rank,2,72,"r5i3n35,r5i4n0",-6.03E+01,15,0:01:07,4,D,full
Wed Jan 19 10:03:57 MST 2022,Eagle,8181607,short,1,10x10x5,mkl,intelmpi,rank,2,72,r8i0n[3-4],-6.03E+01,15,0:04:35,4,D,full
Wed Jan 19 10:04:13 MST 2022,Eagle,8181694,short,1,4x4x2,mkl,intelmpi,rank,2,72,"r2i4n[6,8]",-6.03E+01,15,0:01:25,1,4,full
Wed Jan 19 10:08:56 MST 2022,Eagle,8181693,short,1,10x10x5,mkl,intelmpi,rank,2,72,r2i4n[4-5],-6.03E+01,15,0:06:08,1,4,full
Wed Jan 19 10:15:35 MST 2022,Eagle,8181783,short,1,4x4x2,mkl,intelmpi,rank,2,72,r2i0n[32-33],-6.03E+01,15,0:01:23,1,sqrt,full
Wed Jan 19 10:20:03 MST 2022,Eagle,8181782,short,1,10x10x5,mkl,intelmpi,rank,2,72,r2i0n[30-31],-6.03E+01,15,0:05:51,1,sqrt,full
Wed Jan 19 17:10:54 MST 2022,Eagle,8182962,short,1,4x4x2,mkl,intelmpi,rank,2,72,"r105u[11,19]",-6.03E+01,15,0:01:08,4,sqrt,full
Wed Jan 19 17:14:12 MST 2022,Eagle,8182961,short,1,10x10x5,mkl,intelmpi,rank,2,72,"r7i4n[11,28]",-6.03E+01,15,0:04:26,4,sqrt,full
Wed Jan 19 17:42:37 MST 2022,Eagle,8183049,short,1,4x4x2,mkl,intelmpi,rank,2,72,"r9i0n[2,7]",-6.03E+01,15,0:00:59,4,4,full
Wed Jan 19 17:46:35 MST 2022,Eagle,8183048,short,1,10x10x5,mkl,intelmpi,rank,2,72,"r105u[11,19]",-6.03E+01,15,0:04:57,4,4,full
Mon Dec 13 11:55:32 MST 2021,Eagle,8011235,debug,small,8x8x8,mkl,intelmpi_tim,rank,2,72,"r102u34,r103u23",-3.94E+01,18,0:00:14,1,D,full
Mon Dec 13 11:55:50 MST 2021,Eagle,8011236,debug,small,4x4x4,mkl,intelmpi_tim,rank,2,72,"r103u21,r105u33",-3.93E+01,18,0:00:12,1,D,full
Thu Jan  6 09:04:51 MST 2022,Eagle,8144878,short,1,4x4x2,mkl,intelmpi_tim,rank,2,72,r2i5n[12-13],-6.03E+01,14,0:02:07,1,D,full
Thu Jan  6 09:09:35 MST 2022,Eagle,8144877,short,1,10x10x5,mkl,intelmpi_tim,rank,2,72,"r9i1n[20,27]",-6.03E+01,13,0:09:30,1,D,full
Tue Dec 14 04:47:22 MST 2021,Eagle,8011279,short,1,4x4x2,mkl,intelmpi_tim,rank,2,72,"r9i1n[29,34]",-6.03E+01,15,0:01:32,9,4,full
Tue Dec 14 04:50:15 MST 2021,Eagle,8011278,short,1,10x10x5,mkl,intelmpi_tim,rank,2,72,"r9i1n[15,21]",-6.03E+01,15,0:04:25,9,4,full
Tue Dec 14 15:40:29 MST 2021,Eagle,8024101,short,2,1x1x1,mkl,intelmpi_tim,rank,2,72,"r6i7n[13,15]",-1.27E+03,35,0:51:50,1,D,full
Wed Jan 19 10:00:16 MST 2022,Eagle,8181594,short,1,4x4x2,mkl,intelmpi_tim,rank,2,72,r5i0n[4-5],-6.03E+01,15,0:01:01,4,D,full
Wed Jan 19 10:03:47 MST 2022,Eagle,8181593,short,1,10x10x5,mkl,intelmpi_tim,rank,2,72,r5i0n[2-3],-6.03E+01,15,0:04:32,4,D,full
Wed Jan 19 10:04:01 MST 2022,Eagle,8181680,short,1,4x4x2,mkl,intelmpi_tim,rank,2,72,r2i3n[0-1],-6.03E+01,15,0:01:22,1,4,full
Wed Jan 19 10:08:43 MST 2022,Eagle,8181679,short,1,10x10x5,mkl,intelmpi_tim,rank,2,72,r2i2n[34-35],-6.03E+01,15,0:06:04,1,4,full
Wed Jan 19 10:15:34 MST 2022,Eagle,8181769,short,1,4x4x2,mkl,intelmpi_tim,rank,2,72,r2i0n[28-29],-6.03E+01,15,0:01:22,1,sqrt,full
Wed Jan 19 10:20:14 MST 2022,Eagle,8181768,short,1,10x10x5,mkl,intelmpi_tim,rank,2,72,r5i7n[24-25],-6.03E+01,15,0:06:02,1,sqrt,full
Wed Jan 19 17:03:30 MST 2022,Eagle,8182948,short,1,4x4x2,mkl,intelmpi_tim,rank,2,72,"r105u[11,19]",-6.03E+01,15,0:01:08,4,sqrt,full
Wed Jan 19 17:06:51 MST 2022,Eagle,8182947,short,1,10x10x5,mkl,intelmpi_tim,rank,2,72,"r5i2n18,r5i6n13",-6.03E+01,15,0:04:29,4,sqrt,full
Wed Jan 19 17:36:49 MST 2022,Eagle,8183035,short,1,4x4x2,mkl,intelmpi_tim,rank,2,72,"r9i0n[2,7]",-6.03E+01,15,0:01:01,4,4,full
Wed Jan 19 17:40:49 MST 2022,Eagle,8183034,short,1,10x10x5,mkl,intelmpi_tim,rank,2,72,"r105u[11,19]",-6.03E+01,15,0:05:01,4,4,full
Wed Jan 19 18:16:24 MST 2022,Eagle,8183130,short,1,10x10x5,mkl,intelmpi_tim,rank,2,72,"r105u[11,19]",-6.03E+01,15,0:04:38,9,sqrt,full
Wed Jan 19 20:41:36 MST 2022,Eagle,8183131,short,1,4x4x2,mkl,intelmpi_tim,rank,2,72,"r5i1n23,r5i5n27",-6.03E+01,15,0:01:20,9,sqrt,full
Fri Mar 18 12:02:50 MDT 2022,eagle,8759957,short,2,1x1x1,openmpi,openmpi,rank,2,72,"r5i7n[27,32]",-1.27E+03,35,1:29:23,1,D,full
Thu Mar 17 13:14:45 MDT 2022,Eagle,8739163,short,1,10x10x5,openmpi,openmpi,rank,2,72,"r6i7n[10,28]",-6.03E+01,15,0:06:09,9,4,full
Thu Mar 17 13:41:19 MDT 2022,Eagle,8739164,short,1,4x4x2,openmpi,openmpi,rank,2,72,r6i7n[16-17],-6.03E+01,15,0:01:48,9,4,full
Fri Dec  3 23:38:39 UTC 2021,Vermillion,50004353,std,small,8x8x8,mkl,intelmpi,rank,4,64,vs-std-[0049-0052],-3.94E+01,18,0:01:07,1,D,full
Fri Dec  3 23:38:39 UTC 2021,Vermillion,50004353,std,small,8x8x8,mkl,intelmpi,rank,4,64,vs-std-[0049-0052],-3.94E+01,18,0:01:07,1,D,full
Fri Dec  3 23:40:00 UTC 2021,Vermillion,50004354,std,small,4x4x4,mkl,intelmpi,rank,4,64,vs-std-[0049-0052],-3.93E+01,16,0:00:58,1,D,full
Fri Dec  3 23:40:00 UTC 2021,Vermillion,50004354,std,small,4x4x4,mkl,intelmpi,rank,4,64,vs-std-[0049-0052],-3.93E+01,16,0:00:58,1,D,full
2022-06-22T12:20:06,Swift,632075_1,parallel,2,1x1x1,mkl,intel_impi,rank,2,64,"c12-[28,55]",-1.27E+03,37,3:08:59,1,1,shared
2022-06-22T12:20:06,Swift,632075_2,parallel,2,1x1x1,mkl,intel_impi,rank,2,64,"c12-[28,55]",-1.27E+03,35,3:02:56,1,1,shared
Wed Mar  2 07:20:00 MST 2022,Swift,294973,parallel,2,1x1x1,mkl,intelmpi,rank,2,64,"c1-[76,79]",-1.27E+03,36,1:51:13,1,D,half
Wed Mar  2 07:10:21 MST 2022,Swift,294969,parallel,2,1x1x1,openmpi,openmpi,rank,2,64,"c1-[43,75]",-1.27E+03,35,2:19:13,1,D,half
Thu Nov 18 11:14:43 MST 2021,Swift,22762,debug,small,4x4x4,mkl,intelmpi,rank,1,64,c1-30,-39.25197,16,0:00:06,1,D,full
Thu Nov 18 11:15:25 MST 2021,Swift,22761,debug,small,8x8x8,mkl,intelmpi,rank,1,64,c1-28,-39.350776,18,0:00:11,1,D,full
Thu Nov 18 16:29:44 MST 2021,Swift,23868,parallel,2,1x1x1,mkl,intelmpi,rank,1,64,c4-19,-1271.6723,35,1:50:13,1,D,full
Tue Mar  1 11:22:28 MST 2022,Swift,295100,parallel,1,4x4x2,mkl,intelmpi,rank,1,64,c7-6,-6.03E+01,15,0:01:33,1,4,full
Tue Mar  1 11:29:51 MST 2022,Swift,295101,parallel,1,10x10x5,mkl,intelmpi,rank,1,64,c11-54,-6.03E+01,15,0:07:36,1,4,full
Tue Mar  1 11:53:24 MST 2022,Swift,295244,parallel,1,4x4x2,mkl,intelmpi,rank,1,64,c8-25,-6.03E+01,15,0:01:15,4,D,full
Tue Mar  1 11:55:42 MST 2022,Swift,295245,parallel,1,10x10x5,mkl,intelmpi,rank,1,64,c13-53,-6.03E+01,14,0:05:44,4,D,full
Tue Mar  1 12:00:51 MST 2022,Swift,295316,parallel,1,4x4x2,mkl,intelmpi,rank,1,64,c12-49,-6.03E+01,15,0:01:01,4,4,full
Tue Mar  1 12:05:14 MST 2022,Swift,295317,parallel,1,10x10x5,mkl,intelmpi,rank,1,64,c10-54,-6.03E+01,15,0:04:53,4,4,full
Tue Mar  1 12:07:22 MST 2022,Swift,295388,parallel,1,4x4x2,mkl,intelmpi,rank,1,64,c5-46,-6.03E+01,15,0:01:25,1,sqrt,full
Tue Mar  1 12:14:09 MST 2022,Swift,295460,parallel,1,4x4x2,mkl,intelmpi,rank,1,64,c9-51,-6.03E+01,15,0:01:05,4,sqrt,full
Tue Mar  1 12:18:44 MST 2022,Swift,295461,parallel,1,10x10x5,mkl,intelmpi,rank,1,64,c9-8,-6.03E+01,15,0:05:15,4,sqrt,full
Tue Mar  1 12:41:31 MST 2022,Swift,295389,parallel,1,10x10x5,mkl,intelmpi,rank,1,64,c9-10,error,did not converge,error,1,sqrt,full
